position	chr	start	end	length	nick_coordinates
chr3:132608246-132610215	chr3	132608246	132610215	1969	132609705
chr3:132610207-132613387	chr3	132610207	132613387	3180	132610797
chr3:132797777-132799563	chr3	132797777	132799563	1786	132799043
chr3:133173706-133179818	chr3	133173706	133179818	6112	133177239
chr3:133551337-133557486	chr3	133551337	133557486	6149	133554894
chr3:133681221-133687356	chr3	133681221	133687356	6135	133684778
chr3:133735367-133740379	chr3	133735367	133740379	5012	133737887
chr3:135435779-135438403	chr3	135435779	135438403	2624	135436045
chr3:135584725-135590755	chr3	135584725	135590755	6030	135588160
chr3:135604242-135610155	chr3	135604242	135610155	5913	135607567
chr3:135658603-135664636	chr3	135658603	135664636	6033	135662026
chr3:135822591-135828133	chr3	135822591	135828133	5542	135825542
chr3:136113968-136120299	chr3	136113968	136120299	6331	136117800
chr3:136126020-136132173	chr3	136126020	136132173	6153	136129591
chr3:136224307-136230440	chr3	136224307	136230440	6133	136227874
chr3:136465951-136471133	chr3	136465951	136471133	5182	136468581
chr3:137140165-137143517	chr3	137140165	137143517	3352	137140928
chr3:137211031-137217172	chr3	137211031	137217172	6141	137214608
chr3:137412472-137418746	chr3	137412472	137418746	6274	137416155
chr3:137653910-137660442	chr3	137653910	137660442	6532	137657764
chr3:137660583-137666719	chr3	137660583	137666719	6136	137664139
chr3:137750702-137756538	chr3	137750702	137756538	5836	137754271
chr3:137885630-137887314	chr3	137885630	137887314	1684	137886364
chr3:137898713-137902264	chr3	137898713	137902264	3551	137900167
chr3:137979859-137985949	chr3	137979859	137985949	6090	137983402
chr3:138522300-138524423	chr3	138522300	138524423	2123	138522798
chr3:138562044-138566828	chr3	138562044	138566828	4784	138564271
chr3:139068339-139068642	chr3	139068339	139068642	303	139068380
chr3:139332939-139336780	chr3	139332939	139336780	3841	139334190
chr3:139404562-139410725	chr3	139404562	139410725	6163	139408157
chr3:139590956-139596035	chr3	139590956	139596035	5079	139594386
chr3:139799781-139802230	chr3	139799781	139802230	2449	139800223
chr3:139818729-139822575	chr3	139818729	139822575	3846	139819991
chr3:140622731-140626499	chr3	140622731	140626499	3768	140625693
chr3:140933090-140938657	chr3	140933090	140938657	5567	140936916
chr3:140987583-140993670	chr3	140987583	140993670	6087	140991089
chr3:141672291-141676330	chr3	141672291	141676330	4039	141673749
chr3:142290203-142296232	chr3	142290203	142296232	6029	142293640
chr3:143390474-143396603	chr3	143390474	143396603	6129	143394025
chr3:143620630-143626780	chr3	143620630	143626780	6150	143624189
chr3:143662333-143668488	chr3	143662333	143668488	6155	143665905
chr3:143932065-143934149	chr3	143932065	143934149	2084	143932750
chr3:144024120-144027461	chr3	144024120	144027461	3341	144024909
chr3:145823395-145824243	chr3	145823395	145824243	848	145823834
chr3:145917900-145924052	chr3	145917900	145924052	6152	145921462
chr3:145927778-145933791	chr3	145927778	145933791	6013	145931206
chr3:146726438-146731610	chr3	146726438	146731610	5172	146729050
chr3:147063500-147066981	chr3	147063500	147066981	3481	147064369
chr3:148303471-148307231	chr3	148303471	148307231	3760	148304648
chr3:148347272-148353408	chr3	148347272	148353408	6136	148350827
chr3:150711838-150716604	chr3	150711838	150716604	4766	150715736
chr3:151241772-151247772	chr3	151241772	151247772	6000	151245193
chr3:151483506-151489977	chr3	151483506	151489977	6471	151487405
chr3:151509490-151515631	chr3	151509490	151515631	6141	151513038
chr3:152421562-152425343	chr3	152421562	152425343	3781	152423507
chr3:152980701-152986404	chr3	152980701	152986404	5703	152983794
chr3:153506403-153512405	chr3	153506403	153512405	6002	153509839
chr3:153583994-153587712	chr3	153583994	153587712	3718	153587539
chr3:153654942-153657119	chr3	153654942	153657119	2177	153655438
chr3:153796804-153802956	chr3	153796804	153802956	6152	153800362
chr3:154262605-154268724	chr3	154262605	154268724	6119	154266142
chr3:154619379-154623868	chr3	154619379	154623868	4489	154622935
chr3:154647537-154650367	chr3	154647537	154650367	2830	154647753
chr3:154854491-154856758	chr3	154854491	154856758	2267	154855491
chr3:154875030-154881148	chr3	154875030	154881148	6118	154878527
chr3:154911095-154913991	chr3	154911095	154913991	2896	154912448
chr3:154945160-154951300	chr3	154945160	154951300	6140	154948718
chr3:154983594-154986878	chr3	154983594	154986878	3284	154984288
chr3:155469062-155475088	chr3	155469062	155475088	6026	155472502
chr3:155541893-155548049	chr3	155541893	155548049	6156	155545462
chr3:155620664-155626212	chr3	155620664	155626212	5548	155623824
chr3:156880310-156883164	chr3	156880310	156883164	2854	156880574
chr3:156966142-156972506	chr3	156966142	156972506	6364	156969696
chr3:157340046-157346169	chr3	157340046	157346169	6123	157343601
chr3:157685205-157691319	chr3	157685205	157691319	6114	157688762
chr3:157724697-157730723	chr3	157724697	157730723	6026	157728135
chr3:157879333-157885499	chr3	157879333	157885499	6166	157882914
chr3:157896819-157902843	chr3	157896819	157902843	6024	157900251
chr3:157992725-157995594	chr3	157992725	157995594	2869	157993026
chr3:158019676-158025704	chr3	158019676	158025704	6028	158023116
chr3:158034153-158039629	chr3	158034153	158039629	5476	158037703
chr3:158065621-158067899	chr3	158065621	158067899	2278	158067675
chr3:158634523-158640540	chr3	158634523	158640540	6017	158637951
chr3:159162582-159163527	chr3	159162582	159163527	945	159162997
chr3:159423066-159429208	chr3	159423066	159429208	6142	159426608
chr3:159491122-159497261	chr3	159491122	159497261	6139	159494678
chr3:159714265-159720397	chr3	159714265	159720397	6132	159717804
chr3:160323501-160325341	chr3	160323501	160325341	1840	160324203
chr3:160359463-160365012	chr3	160359463	160365012	5549	160362443
chr3:161046134-161049090	chr3	161046134	161049090	2956	161046513
chr3:161706794-161713195	chr3	161706794	161713195	6401	161710622
chr3:162476319-162479082	chr3	162476319	162479082	2763	162476525
chr3:162502327-162504843	chr3	162502327	162504843	2516	162503080
chr3:162867801-162872544	chr3	162867801	162872544	4743	162871384
chr3:162966314-162970025	chr3	162966314	162970025	3711	162967445
chr3:163236941-163242962	chr3	163236941	163242962	6021	163240375
chr3:163319691-163320719	chr3	163319691	163320719	1028	163320709
chr3:163429707-163435235	chr3	163429707	163435235	5528	163432648
chr3:163640981-163643667	chr3	163640981	163643667	2686	163641090
chr3:164036538-164039728	chr3	164036538	164039728	3190	164037139
chr3:164134347-164137058	chr3	164134347	164137058	2711	164134473
chr3:164257043-164260546	chr3	164257043	164260546	3503	164257989
chr3:164702605-164708638	chr3	164702605	164708638	6033	164706047
chr3:165572331-165578354	chr3	165572331	165578354	6023	165575764
chr3:165587135-165591182	chr3	165587135	165591182	4047	165588586
chr3:165933680-165936584	chr3	165933680	165936584	2904	165934000
chr3:165961012-165962816	chr3	165961012	165962816	1804	165962428
chr3:166228040-166232462	chr3	166228040	166232462	4422	166229875
chr3:166617451-166623581	chr3	166617451	166623581	6130	166620994
chr3:166717031-166719198	chr3	166717031	166719198	2167	166717493
chr3:167129352-167135528	chr3	167129352	167135528	6176	167132904
chr3:167275267-167281266	chr3	167275267	167281266	5999	167278674
chr3:167289314-167295687	chr3	167289314	167295687	6373	167293124
chr3:168011032-168017055	chr3	168011032	168017055	6023	168014464
chr3:168128296-168134440	chr3	168128296	168134440	6144	168131863
chr3:168757940-168759672	chr3	168757940	168759672	1732	168758605
chr3:169375162-169378334	chr3	169375162	169378334	3172	169375753
chr3:169418137-169420197	chr3	169418137	169420197	2060	169418323
chr3:169568735-169572987	chr3	169568735	169572987	4252	169570413
chr3:169679487-169685517	chr3	169679487	169685517	6030	169682926
chr3:169733600-169736494	chr3	169733600	169736494	2894	169733900
chr3:171625080-171632749	chr3	171625080	171632749	7669	171628435
chr3:173381849-173388281	chr3	173381849	173388281	6432	173385708
chr3:174401151-174403261	chr3	174401151	174403261	2110	174402367
chr3:174605174-174611325	chr3	174605174	174611325	6151	174608737
chr3:174744357-174747417	chr3	174744357	174747417	3060	174745512
chr3:175320700-175323501	chr3	175320700	175323501	2801	175320910
chr3:175996741-175999272	chr3	175996741	175999272	2531	175999061
chr3:176016123-176022184	chr3	176016123	176022184	6061	176019562
chr3:176675477-176680243	chr3	176675477	176680243	4766	176676396
chr3:176705531-176711710	chr3	176705531	176711710	6179	176709114
chr3:176827330-176833078	chr3	176827330	176833078	5748	176830477
chr3:176861314-176867423	chr3	176861314	176867423	6109	176864838
chr3:177908607-177914071	chr3	177908607	177914071	5464	177912033
chr3:178360815-178367289	chr3	178360815	178367289	6474	178364708
chr3:178859948-178865979	chr3	178859948	178865979	6031	178863387
chr3:179038594-179044362	chr3	179038594	179044362	5768	179042159
chr3:180367353-180373522	chr3	180367353	180373522	6169	180370936
chr3:180425994-180428746	chr3	180425994	180428746	2752	180427242
chr3:180448471-180452905	chr3	180448471	180452905	4434	180452035
chr3:181479048-181482909	chr3	181479048	181482909	3861	181481203
chr3:182426092-182432110	chr3	182426092	182432110	6018	182429526
chr3:183344456-183348578	chr3	183344456	183348578	4122	183345994
chr3:187412123-187418152	chr3	187412123	187418152	6029	187415562
chr3:187862480-187868516	chr3	187862480	187868516	6036	187865920
chr3:187890220-187896214	chr3	187890220	187896214	5994	187893640
chr3:188636935-188640513	chr3	188636935	188640513	3578	188637938
chr3:190998815-190999230	chr3	190998815	190999230	415	190999037
chr3:191834175-191840650	chr3	191834175	191840650	6475	191838080
chr3:192757765-192762044	chr3	192757765	192762044	4279	192761637
chr3:195087672-195093677	chr3	195087672	195093677	6005	195091101
chr3:195214893-195219309	chr3	195214893	195219309	4416	195216736
chr3:196383143-196385003	chr3	196383143	196385003	1860	196384374
chr3:196908841-196910335	chr3	196908841	196910335	1494	196909336
chr3:197409928-197416057	chr3	197409928	197416057	6129	197413472
chr3_GL000221v1_random:65216-71368	chr3_GL000221v1_random	65216	71368	6152	68777
chr3_JH636055v2_alt:91612-94247	chr3_JH636055v2_alt	91612	94247	2635	91644
chr3_JH636055v2_alt:120289-126432	chr3_JH636055v2_alt	120289	126432	6143	123848
chr3_KI270778v1_alt:57164-58542	chr3_KI270778v1_alt	57164	58542	1378	57776
chr3_KI270780v1_alt:190116-196268	chr3_KI270780v1_alt	190116	196268	6152	193689
chr4:2109996-2113397	chr4	2109996	2113397	3401	2110814
chr4:5593579-5599733	chr4	5593579	5599733	6154	5597140
chr4:9080578-9086679	chr4	9080578	9086679	6101	9084101
chr4:9619632-9624085	chr4	9619632	9624085	4453	9621475
chr4:11077817-11078457	chr4	11077817	11078457	640	11078326
chr4:11235217-11241254	chr4	11235217	11241254	6037	11238668
chr4:11557447-11563586	chr4	11557447	11563586	6139	11561012
chr4:11792760-11798001	chr4	11792760	11798001	5241	11796141
chr4:12089981-12096125	chr4	12089981	12096125	6144	12093541
chr4:12334559-12339855	chr4	12334559	12339855	5296	12338014
chr4:12343023-12347054	chr4	12343023	12347054	4031	12344463
chr4:12461348-12467472	chr4	12461348	12467472	6124	12464862
chr4:12748272-12754295	chr4	12748272	12754295	6023	12751702
chr4:12903431-12909456	chr4	12903431	12909456	6025	12906865
chr4:13416764-13422917	chr4	13416764	13422917	6153	13420331
chr4:13800308-13804564	chr4	13800308	13804564	4256	13801971
chr4:14480751-14486827	chr4	14480751	14486827	6076	14484184
chr4:14541053-14544564	chr4	14541053	14544564	3511	14542483
chr4:14718664-14724860	chr4	14718664	14724860	6196	14722286
chr4:14755114-14761144	chr4	14755114	14761144	6030	14758552
chr4:15174010-15180043	chr4	15174010	15180043	6033	15177445
chr4:15278666-15284652	chr4	15278666	15284652	5986	15282086
chr4:15841546-15847572	chr4	15841546	15847572	6026	15844986
chr4:16557085-16563227	chr4	16557085	16563227	6142	16560641
chr4:16628635-16632765	chr4	16628635	16632765	4130	16632010
chr4:16944926-16949113	chr4	16944926	16949113	4187	16946522
chr4:17731029-17735346	chr4	17731029	17735346	4317	17732760
chr4:18093423-18096796	chr4	18093423	18096796	3373	18094210
chr4:18266541-18269942	chr4	18266541	18269942	3401	18267360
chr4:18492530-18496554	chr4	18492530	18496554	4024	18493983
chr4:19059847-19063767	chr4	19059847	19063767	3920	19063703
chr4:19394672-19399067	chr4	19394672	19399067	4395	19396488
chr4:19950303-19951798	chr4	19950303	19951798	1495	19950547
chr4:20081540-20082933	chr4	20081540	20082933	1393	20081925
chr4:20738625-20744024	chr4	20738625	20744024	5399	20742144
chr4:21159390-21165421	chr4	21159390	21165421	6031	21162829
chr4:21237491-21240385	chr4	21237491	21240385	2894	21237803
chr4:21443906-21446772	chr4	21443906	21446772	2866	21444199
chr4:21996649-22002774	chr4	21996649	22002774	6125	22000195
chr4:22125268-22129300	chr4	22125268	22129300	4032	22126721
chr4:22146427-22152457	chr4	22146427	22152457	6030	22149865
chr4:22207852-22209055	chr4	22207852	22209055	1203	22207867
chr4:22260149-22262835	chr4	22260149	22262835	2686	22260265
chr4:22307151-22310631	chr4	22307151	22310631	3480	22308036
chr4:23614771-23620793	chr4	23614771	23620793	6022	23618212
chr4:24938412-24943824	chr4	24938412	24943824	5412	24941970
chr4:25134824-25138222	chr4	25134824	25138222	3398	25135637
chr4:26591493-26594428	chr4	26591493	26594428	2935	26591912
chr4:26640435-26645841	chr4	26640435	26645841	5406	26643998
chr4:26693921-26700024	chr4	26693921	26700024	6103	26697436
chr4:26922944-26927693	chr4	26922944	26927693	4749	26925102
chr4:27105548-27108207	chr4	27105548	27108207	2659	27105667
chr4:28409883-28413589	chr4	28409883	28413589	3706	28410842
chr4:29229302-29235777	chr4	29229302	29235777	6475	29233212
chr4:29563675-29565417	chr4	29563675	29565417	1742	29565308
chr4:29932189-29936005	chr4	29932189	29936005	3816	29933424
chr4:30424434-30425517	chr4	30424434	30425517	1083	30425277
chr4:30908513-30911317	chr4	30908513	30911317	2804	30908708
chr4:32409081-32415110	chr4	32409081	32415110	6029	32412917
chr4:33002035-33006232	chr4	33002035	33006232	4197	33003667
chr4:33371125-33374250	chr4	33371125	33374250	3125	33371684
chr4:33866320-33870352	chr4	33866320	33870352	4032	33867808
chr4:34652646-34655549	chr4	34652646	34655549	2903	34652960
chr4:35416763-35419486	chr4	35416763	35419486	2723	35416971
chr4:36377043-36382634	chr4	36377043	36382634	5591	36380053
chr4:36854818-36859581	chr4	36854818	36859581	4763	36857803
chr4:36935321-36941744	chr4	36935321	36941744	6423	36939188
chr4:36976544-36977691	chr4	36976544	36977691	1147	36977151
chr4:37273266-37277145	chr4	37273266	37277145	3879	37274505
chr4:37407737-37414133	chr4	37407737	37414133	6396	37411558
chr4:38476493-38482542	chr4	38476493	38482542	6049	38480028
chr4:38847298-38853392	chr4	38847298	38853392	6094	38850804
chr4:39246375-39252517	chr4	39246375	39252517	6142	39249919
chr4:39592670-39595567	chr4	39592670	39595567	2897	39592977
chr4:41349460-41355618	chr4	41349460	41355618	6158	41353031
chr4:41905564-41908445	chr4	41905564	41908445	2881	41905826
chr4:42041757-42048239	chr4	42041757	42048239	6482	42045646
chr4:43092867-43099023	chr4	43092867	43099023	6156	43096439
chr4:43287022-43289836	chr4	43287022	43289836	2814	43287246
chr4:43654350-43660491	chr4	43654350	43660491	6141	43657906
chr4:44049303-44052288	chr4	44049303	44052288	2985	44049696
chr4:44264460-44270554	chr4	44264460	44270554	6094	44267967
chr4:44593116-44599231	chr4	44593116	44599231	6115	44596642
chr4:44604042-44604335	chr4	44604042	44604335	293	44604110
chr4:44879460-44885597	chr4	44879460	44885597	6137	44883013
chr4:45573391-45576196	chr4	45573391	45576196	2805	45573605
chr4:45587464-45589925	chr4	45587464	45589925	2461	45588022
chr4:45651708-45657333	chr4	45651708	45657333	5625	45654745
chr4:45780629-45783713	chr4	45780629	45783713	3084	45781132
chr4:45804387-45808629	chr4	45804387	45808629	4242	45806039
chr4:46213660-46216295	chr4	46213660	46216295	2635	46213704
chr4:46404685-46410810	chr4	46404685	46410810	6125	46408223
chr4:46567128-46573270	chr4	46567128	46573270	6142	46570681
chr4:47294116-47300250	chr4	47294116	47300250	6134	47297682
chr4:47352211-47352650	chr4	47352211	47352650	439	47352340
chr4:48416644-48417873	chr4	48416644	48417873	1229	48417424
chr4:48445051-48445737	chr4	48445051	48445737	686	48445185
chr4:48711074-48717284	chr4	48711074	48717284	6210	48714696
chr4:48816996-48823574	chr4	48816996	48823574	6578	48820974
chr4:49067846-49071936	chr4	49067846	49071936	4090	49071408
chr4:49074547-49078496	chr4	49074547	49078496	3949	49075909
chr4:49620917-49626617	chr4	49620917	49626617	5700	49624483
chr4:52151203-52157611	chr4	52151203	52157611	6408	52155045
chr4:52446348-52452482	chr4	52446348	52452482	6134	52449879
chr4:52458976-52464098	chr4	52458976	52464098	5122	52462528
chr4:52538471-52544498	chr4	52538471	52544498	6027	52541909
chr4:52816456-52822486	chr4	52816456	52822486	6030	52819895
chr4:52970031-52976182	chr4	52970031	52976182	6151	52973593
chr4:53031026-53035737	chr4	53031026	53035737	4711	53033887
chr4:53104882-53110041	chr4	53104882	53110041	5159	53108791
chr4:53177526-53183662	chr4	53177526	53183662	6136	53181078
chr4:53247909-53253902	chr4	53247909	53253902	5993	53251307
chr4:53297965-53304112	chr4	53297965	53304112	6147	53301525
chr4:53328731-53334762	chr4	53328731	53334762	6031	53332171
chr4:53339989-53346107	chr4	53339989	53346107	6118	53343527
chr4:53466367-53472500	chr4	53466367	53472500	6133	53469915
chr4:53564637-53570664	chr4	53564637	53570664	6027	53568070
chr4:53725266-53729669	chr4	53725266	53729669	4403	53727111
chr4:53737156-53740796	chr4	53737156	53740796	3640	53738210
chr4:53833351-53839500	chr4	53833351	53839500	6149	53836919
